date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:43:14	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2028%20Jan%202020%2014:50:35%20GMT	https://grunge.com.tn/assets/webfonts/fa-brands-400.eot?	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-brands-400d41d.eot	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:16	87352/87352	---M--	200	added ('OK')	font/woff	date:Tue,%2028%20Jan%202020%2014:50:37%20GMT	https://grunge.com.tn/assets/webfonts/fa-brands-400.woff	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-brands-400.woff	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:19	129048/129048	---M--	200	added ('OK')	font/ttf	date:Tue,%2028%20Jan%202020%2014:50:36%20GMT	https://grunge.com.tn/assets/webfonts/fa-brands-400.ttf	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-brands-400.ttf	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:21	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2028%20Jan%202020%2014:50:40%20GMT	https://grunge.com.tn/assets/webfonts/fa-regular-400.eot	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-regular-400.eot	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:23	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2028%20Jan%202020%2014:50:40%20GMT	https://grunge.com.tn/assets/webfonts/fa-regular-400.eot?	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-regular-400d41d.eot	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:23	689922/689922	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2028%20Jan%202020%2014:50:38%20GMT	https://grunge.com.tn/assets/webfonts/fa-brands-400.svg	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-brands-400.svg	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:23	13580/13580	---M--	200	added ('OK')	font/woff2	date:Tue,%2028%20Jan%202020%2014:50:41%20GMT	https://grunge.com.tn/assets/webfonts/fa-regular-400.woff2	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-regular-400.woff2	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:24	16804/16804	---M--	200	added ('OK')	font/woff	date:Tue,%2028%20Jan%202020%2014:50:42%20GMT	https://grunge.com.tn/assets/webfonts/fa-regular-400.woff	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-regular-400.woff	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:25	34092/34092	---M--	200	added ('OK')	font/ttf	date:Tue,%2028%20Jan%202020%2014:50:41%20GMT	https://grunge.com.tn/assets/webfonts/fa-regular-400.ttf	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-regular-400.ttf	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:30	6278344/6278344	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202020%2016:07:20%20GMT	https://grunge.com.tn/images/68.png	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/images/68.png	(from https://grunge.com.tn/3D.html)
15:43:30	192116/192116	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2028%20Jan%202020%2014:50:43%20GMT	https://grunge.com.tn/assets/webfonts/fa-solid-900.eot	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-solid-900.eot	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:30	144451/144451	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2028%20Jan%202020%2014:50:41%20GMT	https://grunge.com.tn/assets/webfonts/fa-regular-400.svg	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-regular-400.svg	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:34	75440/75440	---M--	200	added ('OK')	font/woff2	date:Tue,%2028%20Jan%202020%2014:50:47%20GMT	https://grunge.com.tn/assets/webfonts/fa-solid-900.woff2	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-solid-900.woff2	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
15:43:34	192116/192116	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2028%20Jan%202020%2014:50:43%20GMT	https://grunge.com.tn/assets/webfonts/fa-solid-900.eot?	C:/Users/Sofiane%20Trabelsi/Desktop/Grunge/first_project/grunge/grunge.com.tn/assets/webfonts/fa-solid-900d41d.eot	(from https://grunge.com.tn/assets/css/fontawesome-all.min.css)
